member_id,branch_no,gender,first_name,last_name,birthday,registration_date,approval_date,career,income,house_no,village_no,road,sub_area,district_area,province,postal_code
500246,3,นาย,มณีนุช,สะมะแอ,1989-10-16,2003-09-15,2003-09-26,พยาบาลวิชาชีพ,87279,317/43,15,ระแงะมรรคา,บางนาค,เมืองนราธิวาส,นราธิวาส,96000
500247,2,นางสาว,ฮาซัน,กูโน,1974-04-08,2010-12-30,2011-01-02,เชฟอาหารฝรั่งเศส,25144,342/96,15,สุขุมวิท,เชิงเนิน,เมืองระยอง,ระยอง,21000
500248,2,นาย,ขจรศักดิ์,ปรีดาสกุล,1983-01-05,2013-01-31,2013-02-14,ผู้จัดการโรงแรม,229909,142/77,20,รัชดาภิเษก,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,10310
500249,3,นางสาว,ซูไพดี,แวหะมะ,1982-09-05,2014-11-21,2014-12-03,นักบัญชีภาษี,71097,970/88,14,พัฒนาการ,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,10310
500250,1,นาย,ปวริศ,ดีเลิศ,1997-08-16,2013-01-06,2013-02-03,นักบัญชีภาษี,85185,900/63,16,กาญจนวณิชย์,คอหงส์,หาดใหญ่,สงขลา,90110
500251,5,นาง,ฐิติพงศ์,ปรีดาสกุล,1990-05-14,2017-08-28,2017-09-26,นักบัญชีภาษี,78522,226/87,15,ระแงะมรรคา,บางนาค,เมืองนราธิวาส,นราธิวาส,96000
500252,3,นาย,รุ่งนภา,อารีย์สกุล,1971-09-22,2019-12-18,2020-01-08,เจ้าของฟาร์มออร์แกนิก,154709,573/47,14,มิตรภาพ,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000
500253,4,นางสาว,อารีฟีน,ศรีสะอาด,2000-10-01,2008-08-18,2008-09-14,นักลงทุนอสังหาฯ,77927,183/10,16,สุขุมวิท,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,10110
500254,5,นาง,ซัลมา,อุดมโชค,1989-02-18,2006-02-26,2006-03-15,ทนายความธุรกิจ,197755,859/96,1,แจ้งวัฒนะ,คลองเกลือ,ปากเกร็ด,นนทบุรี,11120
500255,2,นางสาว,ซูไพดี,ศุภโชค,2000-02-18,2014-03-06,2014-03-25,ช่างภาพมืออาชีพ,115653,146/23,19,ศรีวิชัย,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,84000
500256,4,นาย,อานีซา,พงษ์พาณิชย์,1992-07-02,2006-11-16,2006-11-27,นักวิจัยชีวภาพ,204237,594/70,18,เจริญประดิษฐ์,รูสะมิแล,เมืองปัตตานี,ปัตตานี,94000
500257,2,นาง,รณชัย,เลิศล้ำสกุล,1968-07-20,2015-01-12,2015-02-09,แพทย์ศัลยกรรม,278074,229/60,18,กาญจนวณิชย์,คอหงส์,หาดใหญ่,สงขลา,90110
500258,4,นาย,ชญานิศ,บุญนำพา,1989-02-10,2011-02-19,2011-03-20,ที่ปรึกษาการเงิน,92874,502/25,1,สุขุมวิท,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,10110
500259,2,นางสาว,กิตติพงศ์,ปัญญาวงศ์,1997-06-05,2024-11-20,2024-12-10,วิศวกรซอฟต์แวร์,159582,93/79,11,ดีบุก,ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต,83000
500260,2,นาง,อรวรรณ,วรโชติ,1984-12-05,2018-01-19,2018-01-24,ผู้จัดการโรงแรม,278731,944/19,19,พัฒนาการ,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,10310
500261,3,นาย,ชินวุฒิ,รักษ์ศิริ,2003-03-14,2018-10-28,2018-11-19,เจ้าของร้านคาเฟ่,41801,827/86,1,มิตรภาพ,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000
500262,5,นาย,ยูซุฟ,วีรบุรุษ,1998-07-18,2018-10-02,2018-10-08,นักวิจัยชีวภาพ,48845,817/52,17,สิโรรส,สะเตง,เมืองยะลา,ยะลา,95000
500263,3,นาง,อารีฟีน,ศักดิ์ศรี,1966-08-26,2013-08-25,2013-09-19,มัณฑนากร,110448,792/57,1,แจ้งวัฒนะ,คลองเกลือ,ปากเกร็ด,นนทบุรี,11120
500264,3,นาง,กมลเนตร,ศุภโชค,1965-02-16,2011-04-09,2011-04-15,นักการตลาดดิจิทัล,249621,992/99,12,โชตนา,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,50200
500265,3,นางสาว,ยูซุฟ,สะมะแอ,1973-06-09,2003-01-27,2003-02-05,นักบัญชีภาษี,136535,486/67,11,กาญจนวณิชย์,คอหงส์,หาดใหญ่,สงขลา,90110
500266,1,นาง,ซูไบดะห์,หัตถกิจ,1988-08-27,2020-12-21,2020-12-23,เจ้าของฟาร์มออร์แกนิก,173877,657/37,7,โพศรี,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,41000
500267,4,นางสาว,พัทธนันท์,มั่นคงบริบูรณ์,1997-07-10,2001-05-08,2001-06-06,นักบินพาณิชย์,41858,48/7,18,ระแงะมรรคา,บางนาค,เมืองนราธิวาส,นราธิวาส,96000
500268,1,นาย,ฟารีส,มานะชัย,1994-12-12,2022-11-14,2022-11-21,ผู้จัดการโรงแรม,153723,558/85,15,ศรีนครินทร์,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270
500269,5,นาง,กมลเนตร,อาลี,1997-01-23,2000-09-07,2000-09-17,มัณฑนากร,21174,27/75,12,สตูลธานี,พิมาน,เมืองสตูล,สตูล,91000
500270,3,นางสาว,ซาบีนะห์,ศิริวัฒน์,1982-04-22,2002-05-22,2002-06-14,ที่ปรึกษาการเงิน,104796,218/8,1,โพศรี,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,41000
500271,4,นางสาว,ซูไบดะห์,พรมบุตร,1974-02-09,2006-07-14,2006-07-22,เจ้าของร้านคาเฟ่,65529,356/72,9,สตูลธานี,พิมาน,เมืองสตูล,สตูล,91000
500272,3,นาง,ไซฟูดีน,ศุภโชค,1986-07-03,2012-03-16,2012-04-08,เจ้าของร้านคาเฟ่,263807,409/20,13,สุรนารี,ในเมือง,เมืองนครราชสีมา,นครราชสีมา,30000
500273,3,นาย,โรฮานา,สุริยา,1967-03-24,2013-09-15,2013-10-05,ทนายความธุรกิจ,181001,626/18,16,สตูลธานี,พิมาน,เมืองสตูล,สตูล,91000
500274,1,นาง,จิรายุ,บารมีกุล,1998-02-27,2013-07-21,2013-08-09,วิศวกรซอฟต์แวร์,61908,255/63,4,เจริญประดิษฐ์,รูสะมิแล,เมืองปัตตานี,ปัตตานี,94000
500275,4,นางสาว,อับดุลเลาะห์,สะมะแอ,1969-04-07,2000-04-05,2000-04-16,มัณฑนากร,154369,668/58,1,สิโรรส,สะเตง,เมืองยะลา,ยะลา,95000
500276,5,นาง,รอกียะห์,จารุกล้า,1989-03-22,2014-02-21,2014-03-19,พยาบาลวิชาชีพ,83715,403/39,8,โพศรี,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,41000
500277,1,นาย,อรทัย,เอื้ออารี,1996-10-18,2005-09-03,2005-10-02,ผู้จัดการโรงแรม,238714,781/36,17,สิงหวัฒน์,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,65000
500278,1,นาย,รอยฮาน,บินซาเล็ม,1974-03-24,2011-05-12,2011-05-24,เจ้าของร้านคาเฟ่,21496,658/47,13,พัฒนาการ,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,10310
500279,5,นาย,ณรงค์,แวหะมะ,1974-05-16,2024-08-21,2024-09-11,ผู้จัดการโรงแรม,238259,461/65,7,อุปราช,ในเมือง,เมืองอุบลราชธานี,อุบลราชธานี,34000
500280,1,นาง,นุรฮายาตี,เกรียงไกรกล้า,1992-05-06,2015-10-15,2015-11-13,นักบัญชีภาษี,181901,166/7,8,สตูลธานี,พิมาน,เมืองสตูล,สตูล,91000
500281,4,นางสาว,รอยฮาน,สิริถาวร,1976-09-04,2010-09-04,2010-10-02,วิศวกรซอฟต์แวร์,200055,51/22,3,แจ้งวัฒนะ,คลองเกลือ,ปากเกร็ด,นนทบุรี,11120
500282,2,นางสาว,เบญจมาศ,วิเศษสุวรรณ,1969-07-17,2005-09-19,2005-10-09,พยาบาลวิชาชีพ,167021,451/59,13,ศรีนครินทร์,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270
500283,5,นาง,อับดุลเลาะห์,ปูเต๊ะ,1994-11-15,2008-09-22,2008-09-28,นักลงทุนอสังหาฯ,127262,23/94,13,เจริญประดิษฐ์,รูสะมิแล,เมืองปัตตานี,ปัตตานี,94000
500284,5,นาย,อนันตยา,วิชิตพงศ์,1981-05-22,2000-07-17,2000-07-27,ยูทูบเบอร์,48502,984/40,9,แจ้งวัฒนะ,คลองเกลือ,ปากเกร็ด,นนทบุรี,11120
500285,2,นาง,ไตรภพ,ลาเตะ,1987-03-09,2007-04-08,2007-04-13,กราฟิกดีไซน์เนอร์,244834,559/61,1,แจ้งวัฒนะ,คลองเกลือ,ปากเกร็ด,นนทบุรี,11120
500286,4,นาง,วรเมธ,เจ๊ะมะ,1995-11-16,2015-04-27,2015-05-02,อาจารย์มหาวิทยาลัย,148422,171/54,16,มิตรภาพ,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000
500287,3,นาง,อรทัย,สุริยา,1990-12-27,2003-11-03,2003-11-20,นักวิจัยชีวภาพ,222457,533/14,16,รัชดาภิเษก,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,10310
500288,3,นาย,ญาณิศา,เอกอนันต์,1994-07-13,2018-04-08,2018-04-26,ยูทูบเบอร์,244480,722/10,6,กาญจนวณิชย์,คอหงส์,หาดใหญ่,สงขลา,90110
500289,1,นาย,ชัชวาล,ทิพยโชติ,1975-05-11,2024-07-31,2024-08-22,เจ้าของร้านคาเฟ่,69612,269/83,12,สุรนารี,ในเมือง,เมืองนครราชสีมา,นครราชสีมา,30000
500290,1,นาง,ฮานาน,สาและ,1989-05-26,2012-12-13,2012-12-20,อาจารย์มหาวิทยาลัย,76561,974/45,5,เจริญประดิษฐ์,รูสะมิแล,เมืองปัตตานี,ปัตตานี,94000
500291,2,นาง,สุภาภรณ์,วรานันท์,2000-10-26,2018-01-31,2018-02-04,นักการตลาดดิจิทัล,158096,894/72,7,มิตรภาพ,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000
500292,5,นาย,รุสดี,หะยีสาและ,1971-12-09,2016-11-21,2016-12-09,พยาบาลวิชาชีพ,223211,873/11,3,กาญจนวณิชย์,คอหงส์,หาดใหญ่,สงขลา,90110
500293,4,นาง,กิตติพงศ์,ดีเลิศ,2002-02-16,2008-07-15,2008-07-18,พยาบาลวิชาชีพ,101864,224/7,12,สตูลธานี,พิมาน,เมืองสตูล,สตูล,91000
500294,3,นางสาว,กฤติน,บารมีกุล,1970-05-16,2022-08-06,2022-08-28,ทนายความธุรกิจ,76565,145/17,18,สิโรรส,สะเตง,เมืองยะลา,ยะลา,95000
500295,1,นาง,กิตติพงศ์,ยะโกะ,1968-01-27,2012-02-12,2012-03-01,เจ้าของฟาร์มออร์แกนิก,138380,298/64,12,เจริญประดิษฐ์,รูสะมิแล,เมืองปัตตานี,ปัตตานี,94000
500296,3,นางสาว,เอกลักษณ์,สุวรรณดี,1972-11-15,2012-11-01,2012-11-08,ทนายความธุรกิจ,123725,492/31,19,เลียบชายหาด,หนองปรือ,บางละมุง,ชลบุรี,20150
500297,2,นางสาว,ซาบีนะห์,อารีย์สกุล,1985-12-17,2014-06-05,2014-06-29,ครู,73131,279/13,17,รัชดาภิเษก,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,10310
500298,2,นาย,เจตน์,มหาดำรงค์,1966-11-19,2005-03-29,2005-04-22,นักการตลาดดิจิทัล,149292,310/56,10,สิงหวัฒน์,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,65000
500299,2,นาง,จิรายุ,เกรียงไกรกล้า,1990-08-07,2008-05-04,2008-06-01,นักบัญชีภาษี,163155,817/51,16,สตูลธานี,พิมาน,เมืองสตูล,สตูล,91000
500300,2,นาย,เอกลักษณ์,ลาเตะ,1990-02-26,2003-01-03,2003-01-17,นักบัญชีภาษี,163070,595/32,12,เลียบชายหาด,หนองปรือ,บางละมุง,ชลบุรี,20150
